replicate,macro_auroc,macro_auprc
551,0.5178675929260628,0.41766175410572814
552,0.4363469668765359,0.3590461821957122
553,0.4429001680327691,0.3532132196921449
554,0.5468153686162374,0.4629197128457326
555,0.5549273702130367,0.4651208600713514
556,0.4816014287666894,0.413534582271819
557,0.5320971426112588,0.44689821358432624
558,0.4898442008626189,0.39057816706961146
559,0.4888591281894406,0.3767098539243842
560,0.5373896188870713,0.44760802786703235
561,0.5393112880270415,0.4360341307916378
562,0.533814669293286,0.41960264107799233
563,0.49273500993660535,0.3933935010484435
564,0.4744318181818182,0.3629648825876698
565,0.5036144221075728,0.427196915181943
566,0.4434233946669212,0.38188581010892625
567,0.4772573052852037,0.36753504698851713
568,0.4897765827696081,0.39337987121189755
569,0.5757784532957854,0.4602494496512383
570,0.5127688949178675,0.42418331289389644
571,0.5772598997227296,0.4751969781863794
572,0.5163363097950051,0.41747855251966887
573,0.5365487725327351,0.4530432216164846
574,0.5475268185289485,0.4242657934995815
575,0.4194727678074237,0.34890517460826914
576,0.4832427042970394,0.41429317472671956
577,0.509807236003778,0.4285357960103516
578,0.5402145274399284,0.4226011380830942
579,0.48665458400047445,0.4225862628953423
580,0.43723972006109496,0.37352924449854435
581,0.4631146828169047,0.39814685001585365
582,0.5221304074586733,0.42086972209786927
583,0.4975418156434278,0.4062470557333574
584,0.5141067342558321,0.39853998644288147
585,0.450492305820363,0.37162143311221296
586,0.4518555833018746,0.36232041185759967
587,0.5362743633051434,0.41548829434157697
588,0.5132600662368036,0.4069940926164253
589,0.5150070357168168,0.41036391360378277
590,0.4988894135016337,0.41176302560128086
591,0.427812777071464,0.3725825774468057
592,0.4688343960583352,0.3768052952004778
593,0.47808139175391934,0.3968799866535603
594,0.4683826294542967,0.3756701736793246
595,0.4845361353620208,0.41889765635891196
596,0.5018072200936384,0.3837992288482296
597,0.530945790900268,0.4519260362116136
598,0.5293143733285313,0.40658473047313826
599,0.5669636167652372,0.446299562071945
600,0.5146986999246438,0.4583015815535255
601,0.43331260043275577,0.3446703490378795
602,0.46299756701423084,0.38473481928055464
603,0.5421492908055304,0.4499748755633244
604,0.462836268934874,0.38330484251721114
605,0.5075881014936727,0.3805856480282819
606,0.47768327215161493,0.42039498371961087
607,0.4660113723146216,0.3540192393544417
608,0.5150920103256806,0.4348915007588813
609,0.47629645489547756,0.37688494283030866
610,0.43088353343949737,0.3517031077980222
611,0.5246856753058725,0.4343342796635886
612,0.5095280672941047,0.41638603690298454
613,0.5654263944514112,0.46046459782535004
614,0.6167844378586109,0.5053445742904179
615,0.5209018915709527,0.3928260711055238
616,0.5558743308701545,0.44651201214360947
617,0.5033250745245399,0.43611571493685003
618,0.4294183090269793,0.35743770871718417
619,0.43528457182921765,0.3899299507303168
620,0.5184823661414875,0.47259047556109907
621,0.5257704485068334,0.410504406257505
622,0.4682708697639369,0.4232714737857677
623,0.5286427439639101,0.4305159846748142
624,0.5733477410494617,0.43413461211847293
625,0.4860106211029198,0.3826469083887035
626,0.5315087250843599,0.4514929103691322
627,0.45757421628099043,0.3665410182996628
628,0.4809384731400685,0.3975132630849248
629,0.469742756547384,0.3918979211681009
630,0.5825017392675261,0.46660056451788373
631,0.49441540542651474,0.4042807075068655
632,0.5731995823949967,0.47029056807118563
633,0.5510755932312481,0.4904300224208123
634,0.578210516999984,0.46225077611454185
635,0.4536313356706775,0.39610896648258836
636,0.4677864376546718,0.3847756108129093
637,0.49006800499867653,0.44644517799654304
638,0.4584681401263843,0.4096994967098594
639,0.5748677424452149,0.5050446045251504
640,0.5020260929904264,0.4184602091166091
641,0.5619391223822396,0.45988569680679614
642,0.5793707413257195,0.4384177154079889
643,0.4194357722130859,0.3442475026554705
644,0.5118243659809396,0.4381766203152511
645,0.592585206029075,0.4653263977424936
646,0.5442411848787141,0.4782694893186897
647,0.45066851061567903,0.38171303292861447
648,0.5115088615861252,0.421073764456565
649,0.5074855443726559,0.3938584623002811
650,0.5328569602521324,0.443423757718605
651,0.42908522663993764,0.3472396215835839
652,0.4553077491057778,0.37043075886000487
653,0.45721819978940764,0.3774913274501862
654,0.4635710913849487,0.3813826241667214
655,0.48846632854004224,0.3779048701516183
656,0.5527145952388184,0.430460989158928
657,0.5322811307191527,0.420754223260668
658,0.5005215181021229,0.41752107426770874
659,0.5913819022886012,0.5010251064967005
660,0.5393638321668308,0.39774862946397094
661,0.4531252259963002,0.3446045870379677
662,0.4901700739676851,0.4026791922260234
663,0.5517818226294254,0.47118333504203785
664,0.47574675053479765,0.3848981760361171
665,0.50777383881293,0.40226586538962295
666,0.5969762734620319,0.4758617221906146
667,0.4148496925727129,0.386624524385568
668,0.43333327457429527,0.3881109421546616
669,0.46804981374288923,0.38157918354888687
670,0.5664964598131571,0.43603338721684237
671,0.5115939672728429,0.42241690594244835
672,0.39513147018367534,0.3526249202961128
673,0.45454091201982116,0.3696663296015288
674,0.48984165614427894,0.40862295531155785
675,0.4463979715295285,0.35537520016930085
676,0.3969282582880979,0.3290985389156703
677,0.5419396385577893,0.4476617647549562
678,0.5375834830332826,0.40098520639970875
679,0.4590043841474263,0.3872689220200096
680,0.4780053575586903,0.4020796243312033
681,0.5421217237768357,0.41676765901719875
682,0.47240348330809406,0.3967807412700951
683,0.5984567435849595,0.46499540219661795
684,0.5651387870398896,0.42044797529285605
685,0.43283122379346906,0.3677102803785068
686,0.5303883122668622,0.46917882345897993
687,0.5293696475036268,0.4159702879331262
688,0.5136577564461378,0.4277831520441084
689,0.5398058221709241,0.45314801490317375
690,0.42080115598011525,0.3750672714344958
691,0.49978036323571745,0.41900193421972864
692,0.5146942297178264,0.40651036167582627
693,0.5069582498051007,0.39790801424561684
694,0.5682400890678538,0.5032548564901885
695,0.46757768939213146,0.3898431204686627
696,0.544526658885162,0.41530088707574664
697,0.5434407963820342,0.45399338972245884
698,0.5420960460772105,0.43763062215607784
